state,county,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,percent_female,percent_male,percent_non-hispanic_white,percent_african_american,percent_hispanic,percent_other/unknown,percent_eligible_for_medicaid
ID,Payette,"4,771","2,853","1,918",40.2,71,51.28,48.72,0.0,0.0,0.0,0.0,22.01
ID,Power,"1,253",951,302,24.1,71,52.05,47.95,0.0,0.0,0.0,0.0,20.19
ID,Shoshone,"3,429","3,195",234,6.82,70,51.39,48.61,0.0,0.0,0.0,0.0,24.57
ID,Teton,"1,185","1,131",54,4.56,71,48.54,51.46,0.0,0.0,0.0,0.0,11.23
ID,Twin Falls,"14,121","9,474","4,647",32.91,72,54.38,45.62,92.29,0.2,5.14,2.36,22.05
ID,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,Valley,"2,339","1,642",697,29.8,72,49.03,50.97,0.0,0.0,0.0,0.0,11.08
ID,Washington,"2,636","1,776",860,32.63,72,50.68,49.32,0.0,0.0,0.0,0.0,20.21
IL,Adams,"14,112","12,175","1,937",13.73,73,55.47,44.53,95.49,2.51,0.36,1.63,19.71
IL,Alexander,"1,553","1,400",153,9.85,70,53.71,46.29,0.0,0.0,0.0,0.0,38.0
IL,Bond,"3,352","2,833",519,15.48,71,53.97,46.03,96.08,2.33,0.39,1.2,20.47
IL,Boone,"8,786","6,313","2,473",28.15,71,54.27,45.73,89.56,1.19,6.18,3.07,15.52
IL,Brown,"1,021",850,171,16.75,72,52.59,47.41,0.0,0.0,0.0,0.0,22.0
IL,Bureau,"7,556","6,343","1,213",16.05,73,55.01,44.99,94.04,0.36,2.77,2.82,15.83
IL,Calhoun,"1,187",987,200,16.85,73,51.67,48.33,0.0,0.0,0.0,0.0,17.22
IL,Carroll,"4,023","3,065",958,23.81,72,53.47,46.53,96.57,0.42,1.37,1.63,16.25
IL,Cass,"2,439","2,001",438,17.96,72,53.72,46.28,0.0,0.0,0.0,0.0,21.69
IL,Champaign,"25,605","13,320","12,285",47.98,70,54.34,45.66,80.79,13.88,1.42,3.91,24.02
IL,Christian,"7,460","6,059","1,401",18.78,73,54.84,45.16,97.33,0.35,0.4,1.93,18.29
IL,Clark,"3,514","2,795",719,20.46,72,55.85,44.15,0.0,0.0,0.0,0.0,19.0
IL,Clay,"3,049","2,827",222,7.28,72,54.47,45.53,0.0,0.0,0.0,0.0,23.66
IL,Clinton,"6,856","6,010",846,12.34,72,54.16,45.84,96.02,1.33,0.7,1.95,16.97
IL,Coles,"9,099","6,852","2,247",24.7,71,55.88,44.12,96.41,1.27,0.57,1.75,27.03
IL,Cook,"707,466","510,196","197,270",27.88,73,57.18,42.82,62.46,21.36,10.28,5.89,21.0
IL,Crawford,"4,207","3,818",389,9.25,73,54.74,45.26,97.64,0.45,0.29,1.62,17.02
IL,Cumberland,"2,202","1,765",437,19.85,72,54.05,45.95,0.0,0.0,0.0,0.0,18.58
IL,DeKalb,"13,741","10,743","2,998",21.82,72,55.38,44.62,91.99,2.31,3.0,2.71,16.48
IL,DeWitt,"3,396","2,596",800,23.56,72,54.43,45.57,0.0,0.0,0.0,0.0,19.41
IL,Douglas,"3,713","2,363","1,350",36.36,72,54.97,45.03,0.0,0.0,0.0,0.0,18.41
IL,DuPage,"131,001","102,758","28,243",21.56,74,56.52,43.48,85.04,2.52,4.44,8.01,9.2
IL,Edgar,"4,066","3,389",677,16.65,72,55.92,44.08,98.02,0.32,0.32,1.33,23.19
IL,Edwards,"1,497","1,378",119,7.95,73,53.92,46.08,0.0,0.0,0.0,0.0,13.86
IL,Effingham,"6,878","6,095",783,11.38,72,55.65,44.35,0.0,0.0,0.0,0.0,16.0
IL,Fayette,"4,381","3,856",525,11.98,72,54.64,45.36,0.0,0.0,0.0,0.0,23.47
IL,Ford,"2,826","2,188",638,22.58,73,55.03,44.97,0.0,0.0,0.0,0.0,16.64
IL,Franklin,"9,199","7,384","1,815",19.73,70,54.7,45.3,98.27,0.23,0.56,0.95,27.26
IL,Fulton,"8,020","5,898","2,122",26.46,72,54.0,46.0,97.9,0.34,0.29,1.48,20.06
IL,Gallatin,"1,397","1,254",143,10.24,71,55.34,44.66,0.0,0.0,0.0,0.0,23.05
IL,Greene,"2,946","2,601",345,11.71,72,53.79,46.21,0.0,0.0,0.0,0.0,25.22
IL,Grundy,"7,704","6,830",874,11.34,72,54.54,45.46,94.74,0.44,3.03,1.79,12.06
IL,Hamilton,"1,802","1,588",214,11.88,73,55.04,44.96,0.0,0.0,0.0,0.0,23.68
IL,Hancock,"4,432","3,858",574,12.95,73,53.76,46.24,0.0,0.0,0.0,0.0,15.53
IL,Hardin,"1,181","1,015",166,14.06,70,52.61,47.39,0.0,0.0,0.0,0.0,27.09
IL,Henderson,"1,627","1,374",253,15.55,73,54.22,45.78,0.0,0.0,0.0,0.0,13.97
IL,Henry,"10,760","7,834","2,926",27.19,73,54.77,45.23,95.16,0.98,1.49,2.36,13.74
IL,Iroquois,"6,656","5,656","1,000",15.02,72,54.56,45.44,95.77,0.51,1.56,2.16,18.81
IL,Jackson,"9,121","6,912","2,209",24.22,69,53.21,46.79,87.27,9.84,1.03,1.87,28.6
IL,Jasper,"2,122","1,856",266,12.54,73,53.39,46.61,0.0,0.0,0.0,0.0,16.0
IL,Jefferson,"7,878","6,834","1,044",13.25,72,54.61,45.39,93.78,4.55,0.61,1.05,24.66
IL,Jersey,"4,809","4,059",750,15.6,72,54.2,45.8,0.0,0.0,0.0,0.0,19.49
IL,Jo Daviess,"5,889","3,057","2,832",48.09,72,52.44,47.56,0.0,0.0,0.0,0.0,12.2
IL,Johnson,"2,901","2,218",683,23.54,71,52.48,47.52,0.0,0.0,0.0,0.0,20.2
IL,Kane,"65,459","49,703","15,756",24.07,72,55.25,44.75,82.82,3.99,9.24,3.95,12.1
IL,Kankakee,"19,922","16,075","3,847",19.31,72,53.63,46.37,85.97,9.74,2.55,1.74,18.46
IL,Kendall,"13,190","10,305","2,885",21.87,71,55.48,44.52,85.61,4.01,7.06,3.32,11.61
IL,Knox,"11,827","8,155","3,672",31.05,72,54.37,45.63,93.3,3.09,2.32,1.29,17.94
IL,LaSalle,"22,727","19,599","3,128",13.76,72,55.01,44.99,94.09,0.74,3.18,1.98,16.92
IL,Lake,"92,380","78,851","13,529",14.64,73,55.05,44.95,82.72,5.17,6.61,5.5,10.83
IL,Lawrence,"3,128","2,839",289,9.24,72,56.67,43.33,0.0,0.0,0.0,0.0,21.24
IL,Lee,"7,280","5,935","1,345",18.48,71,53.19,46.81,94.59,1.3,1.94,2.17,19.02
IL,Livingston,"7,344","5,705","1,639",22.32,72,54.55,45.45,96.09,0.53,1.38,2.0,19.79
IL,Logan,"5,675","4,151","1,524",26.85,73,55.38,44.62,96.24,0.75,0.34,2.67,18.28
IL,Macon,"23,058","19,380","3,678",15.95,72,54.72,45.28,86.64,11.31,0.37,1.68,18.2
IL,Macoupin,"10,361","8,994","1,367",13.19,72,53.47,46.53,97.54,0.62,0.49,1.35,18.63
IL,Madison,"50,189","33,144","17,045",33.96,71,55.54,44.46,90.93,5.99,1.22,1.85,19.5
IL,Marion,"8,955","7,951","1,004",11.21,71,53.58,46.42,94.79,3.27,0.69,1.25,27.19
IL,Marshall,"2,866","2,277",589,20.55,73,53.97,46.03,0.0,0.0,0.0,0.0,12.3
IL,Mason,"3,584","2,999",585,16.32,72,51.52,48.48,0.0,0.0,0.0,0.0,16.61
IL,Massac,"3,621","3,091",530,14.64,71,53.93,46.07,93.17,5.34,0.45,1.04,28.21
IL,McDonough,"5,615","4,114","1,501",26.73,72,54.47,45.53,95.79,1.22,0.41,2.58,21.41
IL,McHenry,"44,074","38,402","5,672",12.87,72,55.04,44.96,92.34,0.62,3.67,3.38,10.55
IL,McLean,"23,237","16,209","7,028",30.24,72,54.57,45.43,91.36,4.61,1.17,2.87,14.07
IL,Menard,"2,530","1,726",804,31.78,72,53.42,46.58,0.0,0.0,0.0,0.0,14.48
IL,Mercer,"3,811","2,614","1,197",31.41,73,53.02,46.98,0.0,0.0,0.0,0.0,12.36
IL,Monroe,"6,054","3,798","2,256",37.26,73,54.98,45.02,0.0,0.0,0.0,0.0,10.11
IL,Montgomery,"6,437","5,584",853,13.25,73,54.69,45.31,97.8,0.43,0.41,1.36,22.64
IL,Morgan,"7,474","5,911","1,563",20.91,71,54.47,45.53,95.04,2.49,0.47,2.0,24.78
IL,Moultrie,"2,973","2,505",468,15.74,73,54.17,45.83,0.0,0.0,0.0,0.0,16.93
IL,Ogle,"9,977","7,417","2,560",25.66,72,54.17,45.83,94.8,0.42,2.59,2.2,16.18
IL,Peoria,"33,512","22,991","10,521",31.39,72,54.23,45.77,84.25,12.03,1.27,2.45,17.29
IL,Perry,"4,346","3,540",806,18.55,72,54.8,45.2,96.69,2.01,0.42,0.88,22.54
IL,Piatt,"3,318","1,970","1,348",40.63,73,54.47,45.53,0.0,0.0,0.0,0.0,12.44
IL,Pike,"3,535","3,109",426,12.05,73,54.91,45.09,0.0,0.0,0.0,0.0,23.42
IL,Pope,901,736,165,18.31,70,50.95,49.05,0.0,0.0,0.0,0.0,23.51
IL,Pulaski,"1,399","1,209",190,13.58,70,53.6,46.4,0.0,0.0,0.0,0.0,35.24
IL,Putnam,"1,321","1,056",265,20.06,73,53.41,46.59,0.0,0.0,0.0,0.0,8.71
IL,Randolph,"6,418","5,132","1,286",20.04,72,55.9,44.1,95.54,2.69,0.35,1.42,18.24
IL,Richland,"3,634","3,239",395,10.87,73,56.04,43.96,0.0,0.0,0.0,0.0,23.19
IL,Rock Island,"28,729","17,953","10,776",37.51,72,54.55,45.45,87.36,5.81,4.19,2.63,17.43
IL,Saline,"5,788","4,922",866,14.96,71,55.1,44.9,95.84,2.93,0.39,0.85,29.18
IL,Sangamon,"36,754","22,938","13,816",37.59,71,55.48,44.52,88.18,8.14,0.66,3.02,19.83
IL,Schuyler,"1,541","1,274",267,17.33,73,51.73,48.27,0.0,0.0,0.0,0.0,17.19
IL,Scott,978,792,186,19.02,73,54.04,45.96,0.0,0.0,0.0,0.0,19.95
IL,Shelby,"4,883","4,414",469,9.6,73,52.9,47.1,0.0,0.0,0.0,0.0,15.22
IL,St. Clair,"43,914","28,323","15,591",35.5,70,55.32,44.68,71.82,24.1,1.33,2.75,23.43
IL,Stark,"1,204",920,284,23.59,73,51.41,48.59,0.0,0.0,0.0,0.0,12.72
IL,Stephenson,"10,898","6,515","4,383",40.22,72,55.35,44.65,89.15,7.18,1.15,2.52,23.02
IL,Tazewell,"26,701","19,518","7,183",26.9,73,54.23,45.77,97.16,0.27,0.45,2.12,11.97
IL,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,Union,"4,341","3,340","1,001",23.06,70,52.19,47.81,96.17,1.59,1.23,1.02,33.62
IL,Vermilion,"16,567","10,369","6,198",37.41,70,53.79,46.21,87.98,9.0,1.34,1.68,23.32
IL,Wabash,"2,581","2,339",242,9.38,72,53.1,46.9,0.0,0.0,0.0,0.0,18.3
IL,Warren,"3,289","2,586",703,21.37,72,56.11,43.89,94.47,1.24,1.59,2.71,18.91
IL,Washington,"2,936","2,544",392,13.35,73,54.28,45.72,0.0,0.0,0.0,0.0,12.11
IL,Wayne,"3,724","3,401",323,8.67,73,54.66,45.34,0.0,0.0,0.0,0.0,19.2
IL,White,"3,585","3,161",424,11.83,72,54.76,45.24,0.0,0.0,0.0,0.0,22.84
IL,Whiteside,"13,029","10,654","2,375",18.23,72,54.41,45.59,91.36,0.89,5.83,1.92,17.95
IL,Will,"88,774","68,802","19,972",22.5,72,55.18,44.82,82.71,7.98,5.78,3.53,11.25
IL,Williamson,"13,816","11,218","2,598",18.8,71,55.87,44.13,96.39,1.88,0.52,1.21,23.19
IL,Winnebago,"53,584","35,757","17,827",33.27,71,55.59,44.41,84.74,8.83,3.75,2.68,22.36
IL,Woodford,"7,038","5,594","1,444",20.52,74,54.0,46.0,96.5,0.21,0.52,2.77,10.53
IN,Adams,"5,578","3,635","1,943",34.83,73,57.33,42.67,0.0,0.0,0.0,0.0,15.71
IN,Allen,"59,100","31,370","27,730",46.92,70,55.95,44.05,83.84,10.6,2.18,3.39,24.69
IN,Bartholomew,"14,300","11,753","2,547",17.81,71,56.51,43.49,95.53,1.57,0.69,2.21,18.52
IN,Benton,"1,721","1,435",286,16.62,72,56.72,43.28,0.0,0.0,0.0,0.0,19.44
IN,Blackford,"3,075","2,394",681,22.15,72,54.39,45.61,0.0,0.0,0.0,0.0,21.72
IN,Boone,"9,036","6,543","2,493",27.59,73,56.55,43.45,95.29,0.87,0.75,3.09,13.54
IN,Brown,"3,620","2,586","1,034",28.56,71,53.17,46.83,0.0,0.0,0.0,0.0,16.47
IN,Carroll,"4,080","3,152",928,22.75,72,54.66,45.34,0.0,0.0,0.0,0.0,14.5
IN,Cass,"7,463","5,833","1,630",21.84,71,56.04,43.96,95.06,0.96,1.95,2.02,21.82
IN,Clark,"20,966","15,763","5,203",24.82,70,57.58,42.42,91.87,5.38,0.63,2.12,23.47
IN,Clay,"5,509","4,654",855,15.52,71,54.66,45.34,98.11,0.3,0.39,1.2,21.9
IN,Clinton,"5,959","4,733","1,226",20.57,72,56.43,43.57,96.34,0.25,2.18,1.23,20.85
IN,Crawford,"2,328","1,896",432,18.56,70,51.42,48.58,0.0,0.0,0.0,0.0,28.01
IN,Daviess,"5,244","4,727",517,9.86,72,55.05,44.95,97.44,0.47,0.38,1.71,22.32
IN,DeKalb,"7,891","4,191","3,700",46.89,69,56.12,43.88,0.0,0.0,0.0,0.0,22.33
IN,Dearborn,"9,664","7,359","2,305",23.85,71,53.17,46.83,95.88,0.5,0.34,3.27,16.62
IN,Decatur,"5,082","3,812","1,270",24.99,72,56.27,43.73,0.0,0.0,0.0,0.0,19.52
IN,Delaware,"22,663","18,164","4,499",19.85,71,55.48,44.52,92.3,5.57,0.45,1.68,23.77
IN,Dubois,"7,787","6,998",789,10.13,73,56.69,43.31,0.0,0.0,0.0,0.0,14.6
IN,Elkhart,"31,217","21,651","9,566",30.64,72,56.57,43.43,90.04,4.98,2.91,2.07,21.91
IN,Fayette,"5,989","5,094",895,14.94,70,53.28,46.72,96.78,1.51,0.33,1.37,29.66
IN,Floyd,"13,959","10,778","3,181",22.79,71,56.52,43.48,93.09,3.91,0.63,2.38,19.63
IN,Fountain,"3,794","3,082",712,18.77,72,54.96,45.04,0.0,0.0,0.0,0.0,17.78
IN,Franklin,"5,043","3,670","1,373",27.23,71,54.85,45.15,0.0,0.0,0.0,0.0,19.35
IN,Fulton,"4,319","2,671","1,648",38.16,71,54.47,45.53,96.52,0.79,1.09,1.61,20.18
IN,Gibson,"6,479","4,759","1,720",26.55,72,56.27,43.73,96.26,1.79,0.23,1.72,20.78
IN,Grant,"14,883","11,625","3,258",21.89,71,56.15,43.85,90.42,6.65,1.51,1.43,25.83
IN,Greene,"6,782","5,797",985,14.52,71,54.58,45.42,0.0,0.0,0.0,0.0,22.25
IN,Hamilton,"36,809","26,202","10,607",28.82,73,56.81,43.19,91.69,2.67,0.9,4.73,10.35
IN,Hancock,"13,120","8,857","4,263",32.49,72,55.82,44.18,95.09,1.54,0.64,2.73,14.41
IN,Harrison,"7,690","6,166","1,524",19.82,70,54.09,45.91,96.4,0.31,0.34,2.95,19.19
IN,Hendricks,"22,180","15,158","7,022",31.66,72,56.79,43.21,94.19,2.38,0.65,2.78,11.7
IN,Henry,"10,783","8,128","2,655",24.62,71,55.36,44.64,96.99,0.92,0.39,1.7,23.33
IN,Howard,"18,724","15,645","3,079",16.44,71,56.3,43.7,91.99,5.45,0.82,1.74,18.18
IN,Huntington,"7,536","3,953","3,583",47.55,72,56.54,43.46,0.0,0.0,0.0,0.0,21.1
IN,Jackson,"8,388","5,989","2,399",28.6,70,54.92,45.08,96.78,0.4,0.62,2.2,22.54
IN,Jasper,"6,429","5,228","1,201",18.68,72,55.05,44.95,0.0,0.0,0.0,0.0,14.59
IN,Jay,"4,310","3,213","1,097",25.45,72,55.77,44.23,0.0,0.0,0.0,0.0,21.82
IN,Jefferson,"6,781","5,579","1,202",17.73,70,54.79,45.21,97.24,1.17,0.43,1.17,21.6
IN,Jennings,"5,518","4,228","1,290",23.38,68,52.72,47.28,97.42,0.73,0.31,1.54,27.48
IN,Johnson,"24,216","17,193","7,023",29.0,72,56.87,43.13,95.71,0.68,0.78,2.83,15.29
IN,Knox,"7,570","6,782",788,10.41,71,56.19,43.81,97.48,0.83,0.46,1.24,24.2
IN,Kosciusko,"14,041","7,988","6,053",43.11,71,54.67,45.33,95.44,0.56,1.78,2.22,19.39
IN,LaGrange,"5,114","3,301","1,813",35.45,72,54.5,45.5,0.0,0.0,0.0,0.0,18.54
IN,LaPorte,"20,966","17,665","3,301",15.74,71,55.88,44.12,89.67,6.63,1.78,1.91,19.61
IN,Lake,"84,261","62,421","21,840",25.92,71,57.27,42.73,70.5,19.78,7.55,2.17,20.65
IN,Lawrence,"9,983","8,012","1,971",19.74,71,55.3,44.7,97.82,0.3,0.34,1.55,20.11
IN,Madison,"27,710","19,763","7,947",28.68,71,56.19,43.81,91.01,6.69,0.67,1.63,21.26
IN,Marion,"130,431","88,865","41,566",31.87,69,57.25,42.75,69.95,25.52,1.68,2.85,29.84
IN,Marshall,"8,630","5,359","3,271",37.9,72,56.47,43.53,95.52,0.5,2.2,1.77,20.51
IN,Martin,"2,157","1,917",240,11.13,71,54.98,45.02,0.0,0.0,0.0,0.0,21.07
IN,Miami,"6,658","5,329","1,329",19.96,71,54.06,45.94,94.71,1.97,0.64,2.68,20.77
IN,Monroe,"18,608","14,695","3,913",21.03,72,56.3,43.7,94.36,1.86,0.54,3.25,19.23
IN,Montgomery,"7,361","5,178","2,183",29.66,71,56.99,43.01,96.83,0.73,0.58,1.85,20.43
IN,Morgan,"13,399","9,596","3,803",28.38,71,55.43,44.57,97.47,0.26,0.34,1.93,16.95
IN,Newton,"2,684","2,193",491,18.29,71,53.9,46.1,0.0,0.0,0.0,0.0,17.97
IN,Noble,"8,354","4,595","3,759",45.0,70,55.69,44.31,95.04,0.26,2.55,2.15,23.96
IN,Ohio,"1,187",907,280,23.59,71,54.8,45.2,0.0,0.0,0.0,0.0,20.62
IN,Orange,"4,341","3,467",874,20.13,70,54.49,45.51,0.0,0.0,0.0,0.0,28.84
IN,Owen,"4,451","3,421","1,030",23.14,70,51.53,48.47,0.0,0.0,0.0,0.0,21.51
IN,Parke,"3,284","2,633",651,19.82,71,52.64,47.36,0.0,0.0,0.0,0.0,18.12
IN,Perry,"3,833","3,361",472,12.31,72,54.06,45.94,0.0,0.0,0.0,0.0,18.77
IN,Pike,"2,857","2,199",658,23.03,71,53.52,46.48,0.0,0.0,0.0,0.0,24.15
IN,Porter,"28,533","21,718","6,815",23.88,71,56.1,43.9,92.08,1.89,3.49,2.53,15.19
IN,Posey,"4,934","3,655","1,279",25.92,72,53.98,46.02,97.29,0.77,0.41,1.53,14.99
IN,Pulaski,"2,832","2,323",509,17.97,72,52.22,47.78,0.0,0.0,0.0,0.0,19.89
IN,Putnam,"6,726","4,857","1,869",27.79,71,53.61,46.39,97.14,0.72,0.29,1.85,19.11
IN,Randolph,"5,663","4,775",888,15.68,72,54.62,45.38,97.93,0.25,0.59,1.24,17.93
IN,Ripley,"5,252","4,122","1,130",21.52,71,54.8,45.2,0.0,0.0,0.0,0.0,19.6
IN,Rush,"3,395","2,729",666,19.62,72,55.7,44.3,0.0,0.0,0.0,0.0,21.8
IN,Scott,"5,178","4,130","1,048",20.24,69,55.18,44.82,0.0,0.0,0.0,0.0,29.23
IN,Shelby,"8,262","5,966","2,296",27.79,71,55.63,44.37,97.0,0.77,0.34,1.89,21.17
IN,Spencer,"4,153","3,410",743,17.89,72,53.81,46.19,97.62,0.59,0.35,1.44,19.18
IN,St. Joseph,"44,836","29,646","15,190",33.88,72,56.19,43.81,85.46,9.72,2.03,2.79,20.99
IN,Starke,"5,349","4,242","1,107",20.7,70,52.22,47.78,96.82,0.28,1.49,1.41,24.26
IN,Steuben,"7,088","4,087","3,001",42.34,71,53.44,46.56,96.77,0.29,0.66,2.28,16.74
IN,Sullivan,"4,127","3,472",655,15.87,71,54.58,45.42,0.0,0.0,0.0,0.0,21.05
IN,Switzerland,"1,647","1,342",305,18.52,70,53.2,46.8,0.0,0.0,0.0,0.0,25.63
IN,Tippecanoe,"21,725","17,053","4,672",21.51,71,56.64,43.36,93.23,2.38,1.61,2.79,19.74
IN,Tipton,"3,356","2,719",637,18.98,73,54.95,45.05,0.0,0.0,0.0,0.0,13.61
IN,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,Union,"1,416","1,164",252,17.8,71,55.07,44.93,0.0,0.0,0.0,0.0,20.36
IN,Vanderburgh,"34,224","24,455","9,769",28.54,71,56.36,43.64,90.26,7.25,0.53,1.96,24.1
IN,Vermillion,"3,604","3,094",510,14.15,71,54.14,45.86,0.0,0.0,0.0,0.0,22.2
IN,Vigo,"20,474","17,410","3,064",14.97,71,57.32,42.68,93.21,3.92,0.69,2.18,28.35
IN,Wabash,"7,736","4,627","3,109",40.19,72,57.19,42.81,97.13,0.3,0.67,1.9,22.74
IN,Warren,"1,711","1,455",256,14.96,72,53.81,46.19,0.0,0.0,0.0,0.0,15.6
IN,Warrick,"11,337","8,365","2,972",26.22,72,54.84,45.16,96.23,1.05,0.48,2.24,14.35
IN,Washington,"5,518","4,040","1,478",26.79,69,54.88,45.12,0.0,0.0,0.0,0.0,27.75
IN,Wayne,"15,045","13,260","1,785",11.86,71,56.05,43.95,93.3,4.49,0.52,1.68,25.94
IN,Wells,"5,501","3,191","2,310",41.99,72,55.94,44.06,0.0,0.0,0.0,0.0,18.08
IN,White,"5,260","4,290",970,18.44,73,54.64,45.36,0.0,0.0,0.0,0.0,14.85
IN,Whitley,"6,381","2,979","3,402",53.31,71,55.35,44.65,0.0,0.0,0.0,0.0,17.46
KS,Allen,"2,903","2,670",233,8.03,72,55.81,44.19,95.92,1.35,0.94,1.8,20.0
KS,Anderson,"1,806","1,692",114,6.31,73,55.2,44.8,0.0,0.0,0.0,0.0,14.3
KS,Atchison,"2,945","2,715",230,7.81,72,57.57,42.43,91.2,5.27,0.96,2.58,18.82
KS,Barber,"1,094","1,047",47,4.3,73,52.44,47.56,0.0,0.0,0.0,0.0,12.23
KS,Barton,"5,221","5,117",104,1.99,73,55.17,44.83,94.31,0.9,2.89,1.9,17.2
KS,Bourbon,"3,160","2,791",369,11.68,72,55.57,44.43,95.13,2.15,0.47,2.26,20.1
KS,Brown,"2,169","2,096",73,3.37,73,55.44,44.56,91.08,0.95,0.57,7.4,20.42
KS,Butler,"10,626","8,911","1,715",16.14,72,55.36,44.64,95.71,0.54,1.51,2.23,12.51
KS,Chase,587,568,19,3.24,74,55.28,44.72,0.0,0.0,0.0,0.0,14.26
KS,Chautauqua,950,913,37,3.89,72,51.15,48.85,0.0,0.0,0.0,0.0,21.47
KS,Cherokee,"4,357","3,902",455,10.44,71,53.9,46.1,94.98,0.46,0.59,3.97,22.07
KS,Cheyenne,737,703,34,4.61,75,54.91,45.09,96.16,0.0,1.56,2.28,11.38
KS,Clark,0,454,0,0.0,75,56.83,43.17,0.0,0.0,0.0,0.0,14.1
KS,Clay,"1,846","1,746",100,5.42,74,54.93,45.07,0.0,0.0,0.0,0.0,13.12
KS,Cloud,"2,145","2,076",69,3.22,74,56.7,43.3,0.0,0.0,0.0,0.0,15.99
KS,Coffey,"1,943","1,856",87,4.48,72,54.74,45.26,0.0,0.0,0.0,0.0,14.06
KS,Comanche,0,452,0,0.0,73,54.65,45.35,0.0,0.0,0.0,0.0,15.93
KS,Cowley,"7,040","6,642",398,5.65,72,54.94,45.06,92.49,2.2,2.29,3.03,17.12
KS,Crawford,"6,851","6,456",395,5.77,71,55.73,44.27,96.75,1.05,0.65,1.55,22.75
KS,Decatur,812,764,48,5.91,74,53.27,46.73,0.0,0.0,0.0,0.0,13.74
KS,Dickinson,"4,058","3,948",110,2.71,73,54.64,45.36,96.68,0.48,1.44,1.39,13.32
KS,Doniphan,"1,528","1,486",42,2.75,73,53.1,46.9,0.0,0.0,0.0,0.0,15.14
KS,Douglas,"14,359","12,310","2,049",14.27,72,56.05,43.95,90.41,3.1,1.71,4.78,13.67
KS,Edwards,640,621,19,2.97,74,53.14,46.86,0.0,0.0,0.0,0.0,13.37
KS,Elk,807,772,35,4.34,73,52.85,47.15,0.0,0.0,0.0,0.0,14.64
KS,Ellis,"4,461","4,354",107,2.4,73,56.06,43.94,0.0,0.0,0.0,0.0,14.95
KS,Ellsworth,"1,370","1,327",43,3.14,74,53.88,46.12,0.0,0.0,0.0,0.0,12.28
KS,Finney,"3,878","3,734",144,3.71,71,53.4,46.6,72.9,1.23,22.68,3.19,19.79
KS,Ford,"3,728","3,603",125,3.35,73,54.26,45.74,80.46,1.25,15.76,2.53,19.07
KS,Franklin,"4,933","4,454",479,9.71,72,56.13,43.87,95.6,1.08,1.41,1.91,17.53
KS,Geary,"3,504","3,186",318,9.08,70,56.72,43.28,71.85,16.76,4.55,6.84,15.38
KS,Gove,645,629,16,2.48,76,53.26,46.74,0.0,0.0,0.0,0.0,6.04
KS,Graham,732,691,41,5.6,75,55.43,44.57,0.0,0.0,0.0,0.0,11.58
KS,Grant,0,985,0,0.0,72,55.74,44.26,76.65,0.0,22.03,1.32,15.84
KS,Gray,919,894,25,2.72,74,54.36,45.64,0.0,0.0,0.0,0.0,11.19
KS,Greeley,0,280,0,0.0,75,55.71,44.29,0.0,0.0,0.0,0.0,8.57
KS,Greenwood,"1,653","1,601",52,3.15,73,52.97,47.03,0.0,0.0,0.0,0.0,16.3
KS,Hamilton,0,357,0,0.0,73,50.98,49.02,91.88,0.0,5.04,3.08,11.48
KS,Harper,"1,353","1,318",35,2.59,73,55.01,44.99,0.0,0.0,0.0,0.0,12.97
KS,Harvey,"7,001","5,696","1,305",18.64,74,55.81,44.19,91.98,1.35,4.11,2.56,15.17
KS,Haskell,0,535,0,0.0,74,56.82,43.18,0.0,0.0,0.0,0.0,14.58
KS,Hodgeman,0,423,0,0.0,75,55.32,44.68,0.0,0.0,0.0,0.0,8.98
KS,Jackson,"2,834","2,383",451,15.91,72,54.76,45.24,89.76,0.59,0.76,8.9,13.39
KS,Jefferson,"3,581","3,056",525,14.66,71,51.47,48.53,96.56,0.62,0.79,2.03,11.62
KS,Jewell,854,815,39,4.57,74,52.39,47.61,0.0,0.0,0.0,0.0,13.13
KS,Johnson,"79,816","54,487","25,329",31.73,73,57.25,42.75,91.44,2.59,1.89,4.08,8.82
KS,Kearny,0,550,0,0.0,73,56.55,43.45,0.0,0.0,0.0,0.0,14.55
KS,Kingman,"1,724","1,675",49,2.84,73,53.31,46.69,0.0,0.0,0.0,0.0,11.34
KS,Kiowa,546,534,12,2.2,73,52.62,47.38,0.0,0.0,0.0,0.0,17.6
KS,Labette,"4,734","4,330",404,8.53,70,54.13,45.87,90.65,4.13,1.8,3.42,26.26
KS,Lane,422,408,14,3.32,75,55.15,44.85,0.0,0.0,0.0,0.0,12.25
KS,Leavenworth,"11,747","9,812","1,935",16.47,72,55.23,44.77,90.51,5.69,1.38,2.43,9.88
KS,Lincoln,723,708,15,2.07,73,53.11,46.89,0.0,0.0,0.0,0.0,12.57
KS,Linn,"2,232","1,648",584,26.16,71,51.82,48.18,0.0,0.0,0.0,0.0,15.41
KS,Logan,611,571,40,6.55,75,56.22,43.78,0.0,0.0,0.0,0.0,14.01
KS,Lyon,"5,445","5,133",312,5.73,72,54.16,45.84,90.55,1.21,6.12,2.12,18.08
